timestamp	accelX	accelY	accelZ	gyroX	gyroY	gyroZ	altitude
122510	0,384	0,783	-0,268	-6,593	3,639	6,039	10,745
122610	0,387	0,784	-0,269	-6,611	3,528	5,664	10,745
122710	0,385	0,784	-0,269	-6,672	3,541	5,912	10,745
122810	0,39	0,783	-0,266	-6,671	3,468	5,632	10,745
122910	0,385	0,783	-0,269	-6,594	3,489	5,53	10,745
123010	0,383	0,784	-0,27	-6,569	3,544	5,699	10,745
123110	0,388	0,783	-0,266	-6,626	3,579	6,078	10,745
123210	0,386	0,783	-0,267	-6,674	3,565	6,022	10,745
123310	0,386	0,784	-0,269	-6,6	3,601	5,972	10,745
123410	0,387	0,782	-0,269	-6,661	3,488	5,628	10,745
123510	0,386	0,782	-0,269	-6,675	3,456	5,46	10,745
123610	0,383	0,784	-0,27	-6,624	3,482	5,523	10,745
123710	0,383	0,784	-0,266	-6,576	3,525	5,741	10,745
123810	0,383	0,784	-0,268	-6,483	3,702	6,397	10,745
123910	0,385	0,784	-0,27	-6,598	3,6	6,01	10,745
124010	0,386	0,783	-0,268	-6,616	3,544	5,832	10,745
124110	0,389	0,784	-0,264	-6,537	3,596	6,162	10,745
124210	0,39	0,785	-0,266	-6,511	3,684	6,365	10,745
124310	0,391	0,783	-0,268	-6,593	3,629	6,047	10,745
124410	0,39	0,782	-0,266	-6,585	3,607	6,005	10,745
124510	0,388	0,782	-0,269	-6,593	3,612	5,994	10,745
124610	0,393	0,781	-0,268	-6,617	3,561	5,884	10,745
124710	0,388	0,781	-0,269	-6,598	3,55	5,815	10,745
124810	0,386	0,781	-0,27	-6,621	3,583	5,879	10,745
124910	0,387	0,782	-0,27	-6,616	3,593	5,951	10,745
125010	0,385	0,783	-0,269	-6,55	3,603	5,975	10,745
125110	0,388	0,783	-0,266	-6,588	3,566	5,957	10,745
125210	0,39	0,782	-0,268	-6,575	3,578	5,974	10,745
125310	0,39	0,783	-0,269	-6,606	3,547	5,784	10,745
125410	0,39	0,785	-0,27	-6,777	3,376	5,247	10,745
